Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Fix Version/s,Component/s,Due Date,Votes,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Description,Environment,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Inward issue link (Blocks),Inward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (CSR),Inward issue link (Cloners),Outward issue link (Cloners),Inward issue link (Duplicate),Inward issue link (Duplicate),Inward issue link (Duplicate),Outward issue link (Duplicate),Outward issue link (Duplicate),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field ( Type of Bug [Challenge] ),Custom field (CPU),Custom field (CPU),Custom field (Cost of Delay),Custom field (Epic Link),Custom field (Imported),Custom field (Indexed),Custom field (Introduced In Build),Custom field (Introduced In Version),Custom field (Number of Tests Affected [Challenge]),Custom field (OS),Custom field (OS),Custom field (Oracle Evaluation),Custom field (Original story points),Custom field (Parent Link),Custom field (Rank),Custom field (Rank (Obsolete)),Custom field (Resolved In Build),Custom field (Story Points),Custom field (Subcomponent),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Time Spent),Custom field (Understanding),Custom field (Value),Custom field (Verification),Custom field (external_bug),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment
Update java.xml module-info,JDK-8282071,5068878,Bug,Resolved,JDK,JDK,software,duke,,,P4,Fixed,joehw,joehw,joehw,2022-02-17 11:18,2022-08-23 05:39,2023-10-01 09:57,2022-07-08 14:38,18,19,,,,,,,,19,xml,,0,doc-only,jdk13u-fix-request,jdk13u-fix-yes,jdk15u-fix-request,jdk15u-fix-yes,noreg-doc,,,,,,,,,,,,,"Update the module-info related to reflect the fact that XPath has support for setting properties through the API since 18 (JDK-8276141).

A cut-and-paste error that caused the XPath limits to carry the id of extensionClassLoader will also need to be fixed.
",,,,,,,,,,,JDK-8290106,JDK-8291250,JDK-8292772,JDK-8292773,JDK-8291407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JDK-8276141,JDK-8270504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i2w3sj:",9223372036854775807,b31,,com.oracle.jira.customfield.subcomponent.service.impl.SubComponentCacheImpl@11b5a46e,,,,,,,,,"2022-07-08 11:30;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.org/jdk19/pull/126
Date: 2022-07-08 18:23:05 +0000;;;","2022-07-08 14:38;dukebot;Changeset: c86c51cc
Author:    Joe Wang <joehw@openjdk.org>
Date:      2022-07-08 21:34:57 +0000
URL:       https://git.openjdk.org/jdk19/commit/c86c51cc72e3457756434b9150b0c5ef2f5d496d
;;;","2022-08-23 05:16;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.org/jdk15u-dev/pull/257
Date: 2022-08-23 12:10:19 +0000;;;","2022-08-23 05:21;yan;Fix request (15u, 13u):

""id"" values should be fixed here, too. That part of the fix is applicable.;;;","2022-08-23 05:23;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.org/jdk13u-dev/pull/391
Date: 2022-08-23 12:19:00 +0000;;;",,,,,,,,,,,,,,,,,,,,,,,,,
Drop workaround from memory segment implementation,JDK-8282070,5068877,Bug,Resolved,JDK,JDK,software,duke,,,P3,Fixed,mcimadamore,mcimadamore,mcimadamore,2022-02-17 11:01,2022-02-18 13:30,2023-10-01 09:57,2022-02-18 13:30,,,,,,,,,,,tools,,0,foreign-memaccess+abi,foreign-preview,,,,,,,,,,,,,,,,,"After the fix for JDK-8276116 (and related fixes) and JDK-8277850 we no longer need implementation workarounds to help C2 hoist bound checks outside hot loops. Now C2 implements optimizations for loops involving long variables, as well as for hoisting alignment checks.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i2w3sb:",9223372036854775807,,,com.oracle.jira.customfield.subcomponent.service.impl.SubComponentCacheImpl@2251e2f8,,,,,,,,,"2022-02-17 11:11;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.java.net/panama-foreign/pull/644
Date: 2022-02-17 19:07:12 +0000;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Set correct alignment constraints on ValueLayout constants,JDK-8282069,5068876,Bug,Resolved,JDK,JDK,software,duke,,,P3,Fixed,mcimadamore,mcimadamore,mcimadamore,2022-02-17 10:49,2022-02-21 08:12,2023-10-01 09:57,2022-02-21 08:12,repo-panama,,,,,,,,,,tools,,0,foreign-memaccess+abi,foreign-preview,,,,,,,,,,,,,,,,,"ValueLayout defines some layout constants such as JAVA_INT, JAVA_FLOAT, etc. These constants do not have the correct alignment constraints set because in the past we ran into issues where alignment would not be enforced correctly in all cases, especially for heap segments.

We now have a comprehensive solution to deal with alignment checks in heap segments (as per JDK-8278151) so we are now in a position to add back alignment constraints to value layout constants.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i2w3s3:",9223372036854775807,,,com.oracle.jira.customfield.subcomponent.service.impl.SubComponentCacheImpl@2251e2f8,,,,,,,,,"2022-02-18 10:19;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.java.net/panama-foreign/pull/647
Date: 2022-02-18 18:14:43 +0000;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Improve support for deterministic closure of shared scopes,JDK-8282061,5068863,Bug,Resolved,JDK,JDK,software,duke,,,P3,Fixed,mcimadamore,mcimadamore,mcimadamore,2022-02-17 08:01,2022-02-25 09:44,2023-10-01 09:57,2022-02-25 09:44,repo-panama,,,,,,,,,,tools,,0,foreign-memaccess,foreign-preview,,,,,,,,,,,,,,,,,"When closing a shared scope, we perform a thread-local handshake. Each thread is inspected, to look for problematic concurrent accesses to the scope being closed.

When such access is detected, we'd like, in principle, to just make the accessing thread fail with an asynchronous exception. We explored this path in Java 15, and this option was considered too complex to maintain going forward.

For these reasons, we settled on an hybrid approach, where we first update the scope state from ALIVE to CLOSING (in which segments will no longer be accessible). Then the handshake tells us if concurrent access is happening, in which case we go back from CLOSING to ALIVE. If no access is happening, we can move from CLOSING to CLOSED, and call the cleanup actions.

This choice, while simpler to implement, has an important drawback: when races between access and close do occur, we can get exceptions both on the closing side *and* on the accessing side.

A possible improvement would consist in:

1. move the scope from ALIVE to CLOSED - no new thread can access segments associated with the scope
2. do an initial handshake, to collect all threads that are accessing the scope concurrently
3. if no thread is found, finish
4. if some threads T1, T2 ... Tn are found, keep doing handshakes (only against these threads) then go back to (3).

This logic converges quickly, because when we do an handshake against a target thread, we also deoptimize that thread. This means that the thread will have to re-load the liveness state of the resource it's accessing, which will eventually result in an exception being thrown (as the scope is CLOSED). So, it is not possible for a thread to remain in a pending state forever.

This algorithm allows to simplify the ResourceScope::close API.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i2w3p7:",9223372036854775807,,,com.oracle.jira.customfield.subcomponent.service.impl.SubComponentCacheImpl@2251e2f8,,,,,,,,,"2022-02-17 08:30;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.java.net/panama-foreign/pull/643
Date: 2022-02-17 16:11:52 +0000;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RemoteRuntimeImageTest is not actually testing on JDK 8,JDK-8282060,5068862,Bug,Resolved,JDK,JDK,software,duke,,,P4,Fixed,sundar,ihse,ihse,2022-02-17 07:45,2022-05-11 23:11,2023-10-01 09:57,2022-05-05 06:28,19,,,,,,,,,19,tools,,0,,,,,,,,,,,,,,,,,,,"There is a mismatch between the expectations of jdk/jdk/internal/jrtfs/remote/RemoteRuntimeImageTest.java and how it is actually called, which makes the test currently into a no-op.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i2w3oz:",9223372036854775807,b22,,com.oracle.jira.customfield.subcomponent.service.impl.SubComponentCacheImpl@3da653bd,,,,,,,,,"2022-02-17 07:49;ihse;Some background on what's going on. This test was introduced in JDK 9 in JDK-8141609. At that point, JDK 8 was used as boot JDK. This test want to verify jrtfs functionality on JDK 8, which was easy to do at this point, by passing the boot JDK into the test. This was done using the environment variable JDK8_HOME. This functionality was ported over from the old test makefiles into the new RunTest.gmk.

However, as JDK 9 turned into JDK 10, the boot JDK switched from JDK 8 to 9, but the variable JDK8_HOME kept pointing to the boot JDK. This causes the test to notice this was bad, and just skip running the actual test. So at this point in time, the test has not been actually doing anything for years.;;;","2022-05-05 02:06;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.java.net/jdk/pull/8547
Date: 2022-05-05 09:00:47 +0000;;;","2022-05-05 06:28;dukebot;Changeset: ede06c3c
Author:    Athijegannathan Sundararajan <sundar@openjdk.org>
Date:      2022-05-05 13:24:00 +0000
URL:       https://git.openjdk.java.net/jdk/commit/ede06c3c5f74c64dac3889d35b02541897ba4d94
;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,
Clean up com.sun.tools.javac.util.GraphUtils,JDK-8282056,5068859,Bug,Resolved,JDK,JDK,software,duke,,,P4,Fixed,prappo,prappo,prappo,2022-02-17 06:45,2022-02-23 17:49,2023-10-01 09:57,2022-02-18 05:11,19,,,,,,,,,19,tools,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JDK-8280713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i2w3ob:",9223372036854775807,b11,,com.oracle.jira.customfield.subcomponent.service.impl.SubComponentCacheImpl@4dca67bd,,,,,,,,,"2022-02-17 09:50;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.java.net/jdk/pull/7520
Date: 2022-02-17 17:45:48 +0000;;;","2022-02-18 05:11;roboduke;Changeset: f5120b76
Author:    Pavel Rappo <prappo@openjdk.org>
Date:      2022-02-18 13:09:44 +0000
URL:       https://git.openjdk.java.net/jdk/commit/f5120b764c6f84776e7ea335d7ff59b16f6496b0
;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mediaplayer not working with HTTP Live Stream link with query parameter appended with file extension m3u8,JDK-8282054,5068249,Bug,Resolved,JDK,JDK,software,duke,,,P2,Fixed,almatvee,webbuggrp,webbuggrp,2022-02-10 04:58,2022-09-20 23:03,2023-10-01 09:57,2022-04-12 14:05,8,jfx11,jfx17,jfx18,,,,,,jfx19,javafx,,0,dcsnr,dcspn,reproducer-other,sn_113,sn_114,sn_115,sn_116,webbug,,,,,,,,,,,"ADDITIONAL SYSTEM INFORMATION :
Windows 11, Java OpenJdk 17.0.2

A DESCRIPTION OF THE PROBLEM :
Hi, I'm trying to play the following link:
https://bitdash-a.akamaihd.net/content/MI201109210084_1/m3u8s/f08e80da-bf1d-4e3d-8899-f0f6155f6efa.m3u8

It is working fine on mac and windows but issue if any link has query parameters then it will not only on windows but work fine on mac.

The same following link is not working on windows:
https://bitdash-a.akamaihd.net/content/MI201109210084_1/m3u8s/f08e80da-bf1d-4e3d-8899-f0f6155f6efa.m3u8?s=t

Here are logs:
MediaException: UNKNOWN : com.sun.media.jfxmedia.MediaException: Could not create player! : com.sun.media.jfxmedia.MediaException: Could not create player!
	at javafx.scene.media.MediaException.exceptionToMediaException(MediaException.java:146)
	at javafx.scene.media.MediaPlayer.init(MediaPlayer.java:519)
	at javafx.scene.media.MediaPlayer$InitMediaPlayer.run(MediaPlayer.java:533)
	at java.base/java.lang.Thread.run(Thread.java:831)
Caused by: com.sun.media.jfxmedia.MediaException: Could not create player!
	at com.sun.media.jfxmediaimpl.NativeMediaManager.getPlayer(NativeMediaManager.java:297)
	at com.sun.media.jfxmedia.MediaManager.getPlayer(MediaManager.java:118)
	at javafx.scene.media.MediaPlayer.init(MediaPlayer.java:475)

This issue is only on windows and i will change this link by appending it.m3u8 then it will work fine


STEPS TO FOLLOW TO REPRODUCE THE PROBLEM :
// issue only on windows not mac

 val mediaView = MediaView()
        val media =
            Media(""https://bitdash-a.akamaihd.net/content/MI201109210084_1/m3u8s/f08e80da-bf1d-4e3d-8899-f0f6155f6efa.m3u8?t=s"")
        val player = MediaPlayer(media)
        player.isAutoPlay = true
        mediaView.mediaPlayer = player

EXPECTED VERSUS ACTUAL BEHAVIOR :
EXPECTED -
https://bitdash-a.akamaihd.net/content/MI201109210084_1/m3u8s/f08e80da-bf1d-4e3d-8899-f0f6155f6efa.m3u8
https://bitdash-a.akamaihd.net/content/MI201109210084_1/m3u8s/f08e80da-bf1d-4e3d-8899-f0f6155f6efa.m3u8?t=s

Both links should work but the second link is not working.
ACTUAL -
Getting following crash if query append with link:
MediaException: UNKNOWN : com.sun.media.jfxmedia.MediaException: Could not create player! : com.sun.media.jfxmedia.MediaException: Could not create player!
	at javafx.scene.media.MediaException.exceptionToMediaException(MediaException.java:146)
	at javafx.scene.media.MediaPlayer.init(MediaPlayer.java:519)
	at javafx.scene.media.MediaPlayer$InitMediaPlayer.run(MediaPlayer.java:533)
	at java.base/java.lang.Thread.run(Thread.java:831)
Caused by: com.sun.media.jfxmedia.MediaException: Could not create player!
	at com.sun.media.jfxmediaimpl.NativeMediaManager.getPlayer(NativeMediaManager.java:297)
	at com.sun.media.jfxmedia.MediaManager.getPlayer(MediaManager.java:118)
	at javafx.scene.media.MediaPlayer.init(MediaPlayer.java:475)

---------- BEGIN SOURCE ----------
// issue only on windows not mac

 val mediaView = MediaView()
        val media =
            Media(""https://bitdash-a.akamaihd.net/content/MI201109210084_1/m3u8s/f08e80da-bf1d-4e3d-8899-f0f6155f6efa.m3u8?t=s"")
        val player = MediaPlayer(media)
        player.isAutoPlay = true
        mediaView.mediaPlayer = player
---------- END SOURCE ----------

CUSTOMER SUBMITTED WORKAROUND :
Change link from this 
https://bitdash-a.akamaihd.net/content/MI201109210084_1/m3u8s/f08e80da-bf1d-4e3d-8899-f0f6155f6efa.m3u8?t=s
to this
https://bitdash-a.akamaihd.net/content/MI201109210084_1/m3u8s/f08e80da-bf1d-4e3d-8899-f0f6155f6efa.m3u8?t=s&s=.m3u8
Or remove query parameters

FREQUENCY : always


",,,,,,,,,,,JDK-8284989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JDK-8293971,,,,,,JDK-8282999,,,,,,"2022-02-17 06:02;pnarayanaswa;MediaExample.java;https://bugs.openjdk.org/secure/attachment/98009/MediaExample.java",,,,,,,,,,,,,,x86_64,,,,,,,,,windows,,,,,"0|i2vzwr:",9223372036854775807,,,com.oracle.jira.customfield.subcomponent.service.impl.SubComponentCacheImpl@712e7ab7,,,,,,,,,"2022-02-17 06:06;pnarayanaswa;Checked with attached test case in Windows 10, issue is observed!, with query parameter in the link(appears link is invalid media HLS stream ) 
but media loads without query parameter or the absolute path to <Filename>.m3u8 

but both link works in VLC media player.
(https://bitdash-a.akamaihd.net/content/MI201109210084_1/m3u8s/f08e80da-bf1d-4e3d-8899-f0f6155f6efa.m3u8
https://bitdash-a.akamaihd.net/content/MI201109210084_1/m3u8s/f08e80da-bf1d-4e3d-8899-f0f6155f6efa.m3u8?t=s)
Test Result:
=========
8u321, openjfx11, 17, 18ea10: same behavior, media doesn't load with query parameter, crash is not observed

;;;","2022-03-10 18:36;almatvee;It works on Mac, since Mac uses different framework (AVFoundation) for HLS playback. This particular issue (url with query parameter) is fixed, however audio in provided stream will not work on Windows and Linux. This is due to audio stream provided as separate stream via EXT-X-MEDIA tag and it is not supported by JavaFX Media. I filed enhancement for this JDK-8282999.;;;","2022-03-10 19:06;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.java.net/jfx/pull/750
Date: 2022-03-11 03:01:39 +0000;;;","2022-04-12 14:05;dukebot;Changeset: d1110f47
Author:    Alexander Matveev <almatvee@openjdk.org>
Date:      2022-04-12 21:00:41 +0000
URL:       https://git.openjdk.java.net/jfx/commit/d1110f479567c314ecb6848700bcf4552509d7e9
;;;",,,,,,,,,,,,,,,,,,,,,,,,,,
Create a regression test for JDK-8000326,JDK-8282046,5068842,Bug,Resolved,JDK,JDK,software,duke,,,P4,Fixed,smandalika,smandalika,smandalika,2022-02-17 01:47,2022-10-11 04:19,2023-10-01 09:57,2022-03-30 09:07,11,17,18,19,8,,,,,19,client-libs,,0,colocation,jdk11u-fix-request,jdk11u-fix-yes,jdk17u-fix-request,jdk17u-fix-yes,noreg-self,sqebug,testbug,,,,,,,,,,,"Create a regression test for CCC8000326

Issue is identified by JDK-8000326, which identifies that after focus moves into JMenuBar, whose focus traversal key is disabled by default, it never moves to other focusable component.
 
By default, pressing the Tab key does not transfer focus from a JMenuBar which is added to a container together with other Swing components, because the focusTraversalKeysEnabled property of JMenuBar is set to false. To resolve this, you should call the JMenuBar.setFocusTraversalKeysEnabled(true) method.
 
The test verifies focus traversal for the above described scenario.",,,,,,,,,,,JDK-8288561,JDK-8288721,JDK-8295135,JDK-8288951,JDK-8289264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JDK-8289225,,,,,,JDK-8000326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i2w3kj:",9223372036854775807,b16,,,,,,,,,,,"2022-02-17 02:12;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.java.net/jdk/pull/7512
Date: 2022-02-17 09:56:45 +0000;;;","2022-03-30 09:07;dukebot;Changeset: 97c7298a
Author:    Srinivas Mandalika <smandalika@openjdk.org>
Committer: Alexey Ivanov <aivanov@openjdk.org>
Date:      2022-03-30 16:05:31 +0000
URL:       https://git.openjdk.java.net/jdk/commit/97c7298a39cdd683508617d904c83cc3261da15b
;;;","2022-06-21 05:20;goetz;Fix request [17u]

I backport this for parity with 17.0.5-oracle.
No risk, only a test change.
Clean backport.
Test passes. SAP nightly testing passed.;;;","2022-06-21 05:35;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.org/jdk17u-dev/pull/482
Date: 2022-06-21 12:26:18 +0000;;;","2022-10-09 10:54;goetz;Fix request [11u]

I backport this for parity with 11.0.17-oracle.
No risk, only a test change.
Clean backport.
Test passes. SAP nighlty testing passed.;;;","2022-10-09 11:05;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.org/jdk11u-dev/pull/1419
Date: 2022-10-09 17:58:48 +0000;;;",,,,,,,,,,,,,,,,,,,,,,,,
"When loop strip mining fails, safepoints are removed from loop anyway",JDK-8282045,5068841,Bug,Resolved,JDK,JDK,software,duke,,,P5,Fixed,roland,roland,roland,2022-02-17 01:47,2023-05-03 00:52,2023-10-01 09:57,2022-03-01 06:46,11,17,18,19,,,,,,19,hotspot,,0,c2,jdk17u-fix-request,jdk17u-fix-yes,jdk18u-fix-request,jdk18u-fix-SQE-OK-next,jdk18u-fix-yes,oracle-triage-19,,,,,,,,,,,,"I noticed that if loop strip mining fails because a safepoint is not found right above the exit test following partial peel for instance, all safepoints are removed from the loop anyway.",,,,,,,,,,,JDK-8284096,JDK-8283917,JDK-8284407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JDK-8186027,JDK-8307131,,,,,JDK-8283451,JDK-8281322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i2w3kb:",9223372036854775807,b12,,com.oracle.jira.customfield.subcomponent.service.impl.SubComponentCacheImpl@6a4709f4,,,,,,,,,"2022-02-17 02:06;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.java.net/jdk/pull/7513
Date: 2022-02-17 10:00:32 +0000;;;","2022-02-17 15:22;dlong;ILW = mostly unnoticed impact; likelihood unclear; disable stripmining = LMM = P5;;;","2022-03-01 06:46;dukebot;Changeset: 2c5d266f
Author:    Roland Westrelin <roland@openjdk.org>
Date:      2022-03-01 14:43:05 +0000
URL:       https://git.openjdk.java.net/jdk/commit/2c5d266f9f20005bc2a6c30dcaa95b059ea59d74
;;;","2022-03-30 03:57;mdoerr;Fix Request (17u):
Should get backported for parity with 17.0.4-oracle. Skara recognizes it as clean (IRNode.java has different context). Test has passed. ;;;","2022-03-30 04:01;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.java.net/jdk17u-dev/pull/312
Date: 2022-03-30 10:53:22 +0000;;;","2022-04-04 00:20;thartmann;Fix Request (JDK 18u)
Fixes incorrect removal of safepoints from counted loops. The fix is low risk and applies cleanly (except a minor conflict due to changes to surrounding code). The fix was already backported to JDK 17u. Tier 1-3 testing is running for JDK 18u.;;;","2022-04-04 00:26;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.java.net/jdk18u/pull/89
Date: 2022-04-04 07:19:02 +0000;;;",,,,,,,,,,,,,,,,,,,,,,,
[testbug] FileEncodingTest.java depends on default encoding,JDK-8282042,5068834,Bug,Resolved,JDK,JDK,software,duke,,,P4,Fixed,naoto,mbaesken,mbaesken,2022-02-17 00:49,2022-04-25 07:00,2023-10-01 09:57,2022-02-22 08:53,18,19,,,,,,,,19,core-libs,,0,jdk18u-fix-request,jdk18u-fix-SQE-OK-next,jdk18u-fix-yes,noreg-self,,,,,,,,,,,,,,,"I am looking over and addressing tier1 test failures on AIX, and I found one that I believe to be a testbug. FileEncodingTest.java expects the default encoding with '-Dfile.encoding=COMPAT' to be US-ASCII, but on AIX ISO-8859-1 is returned.",,,,,,,,,,,JDK-8285590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,generic,,,,,,,,,aix,,,,,"0|i2w3ir:",9223372036854775807,b11,,com.oracle.jira.customfield.subcomponent.service.impl.SubComponentCacheImpl@5f132e58,,,,,,,,,"2022-02-17 15:07;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.java.net/jdk/pull/7525
Date: 2022-02-17 22:50:37 +0000;;;","2022-02-22 08:53;dukebot;Changeset: 58e1882f
Author:    Tyler Steele <tyler.steele@ibm.com>
Committer: Naoto Sato <naoto@openjdk.org>
Date:      2022-02-22 16:50:48 +0000
URL:       https://git.openjdk.java.net/jdk/commit/58e1882f3ccc648c5f6d216d37cfd1805889b8d8
;;;","2022-04-08 15:21;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.java.net/jdk18u/pull/96
Date: 2022-04-08 22:16:01 +0000;;;","2022-04-08 15:35;tsteele;jdk18u backport request
This small testbug fix backports cleanly an poses no risk. It was requested that I backport it to have a cleaner AIX build for jdk18.;;;",,,,,,,,,,,,,,,,,,,,,,,,,,
Change java/util/zip/ZipFile/DeleteTempJar.java to stop HttpServer cleanly in case of exceptions,JDK-8282036,5068827,Bug,Resolved,JDK,JDK,software,duke,,,P4,Fixed,tvoniadka,tvoniadka,tvoniadka,2022-02-16 21:15,2023-02-01 02:11,2023-10-01 09:57,2022-06-27 19:00,11,17,18,19,8,,,,,20,core-libs,,0,jdk11u-fix-request,jdk11u-fix-yes,jdk17u-fix-request,jdk17u-fix-yes,noreg-self,sqebug,,,,,,,,,,,,,"The testfile java/util/zip/ZipFile/DeleteTempJar.java has the following syntax:

HttpServer server = //create server;
server.start();
try {
  //the test
  server.stop();
} catch (Throwable) {
  //fail
}

The server.stop() does not get executed in case of encountering a failure. As a result, the test may get hung until a timeout. It should be easy enough to update the test to close the server in failure scenario too.",,,,,,,,,,,JDK-8301598,JDK-8301590,JDK-8299458,JDK-8299446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i2w3h7:",9223372036854775807,b04,,com.oracle.jira.customfield.subcomponent.service.impl.SubComponentCacheImpl@62714d2c,,,,,,,,,"2022-06-26 21:55;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.org/jdk/pull/9293
Date: 2022-06-27 04:50:09 +0000;;;","2022-06-27 19:00;dukebot;Changeset: 784fa0ad
Author:    Thejasvi Voniadka <tvoniadka@openjdk.org>
Committer: Jaikiran Pai <jpai@openjdk.org>
Date:      2022-06-28 01:55:17 +0000
URL:       https://git.openjdk.org/jdk/commit/784fa0add77a3e473e2cdbdcc27b3ed076678565
;;;","2023-01-30 10:00;goetz;Fix request [11u,17u]

I backport this for parity with 11.0.19-oracle,17.0.7-oracle.
No risk, only a test change.
Clean backport.
Corresponding test passes. SAP nightly testing passed.
;;;","2023-01-30 10:05;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.org/jdk17u-dev/pull/1127
Date: 2023-01-30 17:59:32 +0000;;;","2023-01-30 10:11;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.org/jdk11u-dev/pull/1699
Date: 2023-01-30 18:04:40 +0000;;;",,,,,,,,,,,,,,,,,,,,,,,,,
Remove support for unbound sequence layouts,JDK-8282026,5068810,Bug,Resolved,JDK,JDK,software,duke,,,P3,Fixed,mcimadamore,mcimadamore,mcimadamore,2022-02-16 15:00,2022-02-21 06:18,2023-10-01 09:57,2022-02-21 06:18,repo-panama,,,,,,,,,,tools,,0,foreign-preview,,,,,,,,,,,,,,,,,,"Unbound sequence layouts seem to be a corner of the layout API. It is mostly used in code like this:

VarHandle v = MemoryLayout.sequenceLayout(0, JAVA_INT).varHandle(sequenceElement());

Where it looks more like boilerplate than an useful feature - e.g. it could be replaced with:

VarHandle v = JAVA_INT.arrayElementVarHandle();

Without loss of functionality. The other, dubious use case, is to model arrays with unspecified size in jextract - but, since in that case we end up generating a layout that has no size, jextract has to carefully avoid touching that layout too much.

In short, all existing use cases of unbounded sequences could be replaced with sequence layouts whose element size is 0 (which is supported by the API).

",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i2w3df:",9223372036854775807,,,com.oracle.jira.customfield.subcomponent.service.impl.SubComponentCacheImpl@2251e2f8,,,,,,,,,"2022-02-17 07:27;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.java.net/panama-foreign/pull/642
Date: 2022-02-17 15:23:43 +0000;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
