Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Fix Version/s,Component/s,Due Date,Votes,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Description,Environment,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Inward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (CSR),Inward issue link (Cloners),Outward issue link (Cloners),Inward issue link (Duplicate),Inward issue link (Duplicate),Outward issue link (Duplicate),Outward issue link (Duplicate),Outward issue link (Duplicate),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field ( Type of Bug [Challenge] ),Custom field (CPU),Custom field (CPU),Custom field (CPU),Custom field (Cost of Delay),Custom field (Epic Link),Custom field (Imported),Custom field (Indexed),Custom field (Introduced In Build),Custom field (Introduced In Version),Custom field (Number of Tests Affected [Challenge]),Custom field (OS),Custom field (OS),Custom field (Oracle Evaluation),Custom field (Original story points),Custom field (Parent Link),Custom field (Rank),Custom field (Rank (Obsolete)),Custom field (Resolved In Build),Custom field (Story Points),Custom field (Subcomponent),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Time Spent),Custom field (Understanding),Custom field (Value),Custom field (Verification),Custom field (external_bug),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment
IssueCommand would change pr title in GitLab,SKARA-1936,5102713,Bug,Resolved,SKARA,Skara,software,darcy,,,P4,Fixed,zsong,zsong,zsong,2023-06-07 15:34,2023-06-08 13:54,2023-10-01 09:55,2023-06-08 13:54,,,,,,,1.0,bots,,0,,,,,,,,,,,,,,,,,,"In GitLab, when a user wants to create a PR in draft mode, they need to include the prefix ""Draft: "" before the title. However, if the user wants to use the ""/issue"" command to add another issue to this PR, the pr bot will not be able to parse the issue within the PR title. Therefore, the bot will modify the PR title to match the new issue the user wants to add, resulting in the removal of the draft state of the PR.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i31toz:",9223372036854775807,,,,,,,,,,,,"2023-06-07 16:07;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.org/skara/pull/1528
Date: 2023-06-07 22:55:47 +0000;;;","2023-06-08 13:54;roboduke;Changeset: 6f98d0ef
Author:    Zhao Song <zsong@openjdk.org>
Date:      2023-06-08 20:53:04 +0000
URL:       https://git.openjdk.org/skara/commit/6f98d0efc50b1f7501e8074d72a07f99ccdb566b
;;;",,,,,,,,,,,,,,,,,,,,,
"Show issue priority as Pn rather than ""n""",SKARA-1935,5102677,Bug,Resolved,SKARA,Skara,software,darcy,,,P4,Fixed,zsong,kcr,kcr,2023-06-07 06:37,2023-06-07 10:06,2023-10-01 09:55,2023-06-07 09:51,,,,,,,1.0,bots,,0,,,,,,,,,,,,,,,,,,"After SKARA-1912 the issue type and priority for a P3 bug are displayed as:

* JDK-nnnnnnn: Issue Title (Bug - ""3"")

The JBS bug priorities are listed everywhere as P1-Pn so it would be clearer to add the 'P' prefix. Also, it will look better without the quotes, so I propose:

* JDK-nnnnnnn: Issue Title (Bug - P3)
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SKARA-1912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i31tgz:",9223372036854775807,,,,,,,,,,,,"2023-06-07 09:27;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.org/skara/pull/1527
Date: 2023-06-07 16:26:51 +0000;;;","2023-06-07 09:51;roboduke;Changeset: 159aec26
Author:    Zhao Song <zsong@openjdk.org>
Date:      2023-06-07 16:50:58 +0000
URL:       https://git.openjdk.org/skara/commit/159aec26472c02f5cbaaa2cf203b7cd127084274
;;;",,,,,,,,,,,,,,,,,,,,,
Update ext.py to make test compatible with Mercurial6.4,SKARA-1934,5102633,Bug,Resolved,SKARA,Skara,software,darcy,,,P4,Fixed,zsong,zsong,zsong,2023-06-06 14:29,2023-06-07 09:50,2023-10-01 09:55,2023-06-07 09:50,,,,,,,1.0,bots,,0,,,,,,,,,,,,,,,,,,"Recently, I updated my mercurial to version 6.4 and RepositoryTests#testRemoteBranches started to fail. 

After investigation, I found that ui.expandpath is deprecated and removed. To make our tests compatible with latest mercurial, we need to update method ls_remote in ext.py",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i31t77:",9223372036854775807,,,,,,,,,,,,"2023-06-06 15:12;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.org/skara/pull/1526
Date: 2023-06-06 21:58:48 +0000;;;","2023-06-07 09:50;roboduke;Changeset: e378bd6e
Author:    Zhao Song <zsong@openjdk.org>
Date:      2023-06-07 16:49:48 +0000
URL:       https://git.openjdk.org/skara/commit/e378bd6e6c6b1bb51e8c47d2750071032975995c
;;;",,,,,,,,,,,,,,,,,,,,,
Override abstract method canCreatePullRequest in BitbucketRepository,SKARA-1932,5102539,Bug,Resolved,SKARA,Skara,software,darcy,,,P4,Fixed,zsong,zsong,zsong,2023-06-05 09:45,2023-06-05 10:30,2023-10-01 09:55,2023-06-05 10:30,,,,,,,1.0,bots,,0,,,,,,,,,,,,,,,,,,"After integrated SKARA-1903, the build of SKARA failed. The reason is that BitbucketRepository implements interface HostedRepository and in SKARA-1903, a new method canCreatePullRequest was introduced in HostedRepository, so we need to override this method in BitbucketRepository.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i31smb:",9223372036854775807,,,,,,,,,,,,"2023-06-05 10:12;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.org/skara/pull/1525
Date: 2023-06-05 16:47:20 +0000;;;","2023-06-05 10:30;roboduke;Changeset: 29dc11ea
Author:    Zhao Song <zsong@openjdk.org>
Date:      2023-06-05 17:30:04 +0000
URL:       https://git.openjdk.org/skara/commit/29dc11ea177af4c0f515a279d5171f05271e663d
;;;",,,,,,,,,,,,,,,,,,,,,
"build{.sh,.bat} fail to detect started p2 jetty process",JMC-8116,5107138,Bug,Resolved,JMC,Java Mission Control,software,hirt,The production time profiling and diagnostics tools-suite for the HotSpot JDK.,,P4,Fixed,reinhapa,reinhapa,reinhapa,2023-08-01 01:32,2023-08-06 18:21,2023-10-01 09:55,2023-08-01 04:05,,,,,,,9.0.0,Release Engineering,,0,,,,,,,,,,,,,,,,,,"When trying to build Java Mission Control using build{.sh,.bat} the started p2 jetty process is not detected since the update to the new jetty server version.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i32kv7:",9223372036854775807,,,com.oracle.jira.customfield.subcomponent.service.impl.SubComponentCacheImpl@5dc4c445,,,,,,,,,"2023-08-01 01:43;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.org/jmc/pull/510
Date: 2023-08-01 08:36:28 +0000;;;","2023-08-01 04:05;roboduke;Changeset: 75f89e73
Author:    Patrick Reinhart <reinhapa@openjdk.org>
Date:      2023-08-01 11:04:29 +0000
URL:       https://git.openjdk.org/jmc/commit/75f89e73b6ce30d203130e88f50f975820d5a1a9
;;;",,,,,,,,,,,,,,,,,,,,,
Make JfrWizardTest.verifyMinimalRecordingEventSettings work again,JMC-8113,5106735,Bug,Resolved,JMC,Java Mission Control,software,hirt,The production time profiling and diagnostics tools-suite for the HotSpot JDK.,,P3,Fixed,aptmac,aptmac,aptmac,2023-07-26 10:36,2023-07-30 18:20,2023-10-01 09:55,2023-07-27 09:00,,,,,,,9.0.0,Mission Control Client,,0,,,,,,,,,,,,,,,,,,"Opening issue on behalf of GH user @grandmasterpixel for their open PR: [https://github.com/openjdk/jmc/pull/509|https://github.com/openjdk/jmc/pull/502]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i32ihv:",9223372036854775807,,,,,,,,,,,,"2023-07-26 11:26;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.org/jmc/pull/509
Date: 2023-07-25 04:08:04 +0000;;;","2023-07-27 09:00;roboduke;Changeset: e0a24803
Author:    Vincent Alexander Beelte <grandmasterpixel@googlemail.com>
Committer: Alex Macdonald <aptmac@openjdk.org>
Date:      2023-07-27 15:59:06 +0000
URL:       https://git.openjdk.org/jmc/commit/e0a248032c2c29d107687b68a2818daf1901f460
;;;",,,,,,,,,,,,,,,,,,,,,
Automated analysis page does not expand the results for Windows,JMC-8102,5105654,Bug,Resolved,JMC,Java Mission Control,software,hirt,The production time profiling and diagnostics tools-suite for the HotSpot JDK.,,P2,Fixed,vpurnam,vpurnam,vpurnam,2023-07-17 23:07,2023-07-23 18:20,2023-10-01 09:55,2023-07-19 10:44,,,,,,,9.0.0,Mission Control Client,,0,,,,,,,,,,,,,,,,,,Automated analysis page does not expand the results for Windows.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i32btn:",9223372036854775807,,,,,,,,,,,,"2023-07-18 09:47;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.org/jmc/pull/507
Date: 2023-07-18 16:42:24 +0000;;;","2023-07-19 10:44;roboduke;Changeset: 70e4f731
Author:    Virag Purnam <vpurnam@openjdk.org>
Date:      2023-07-19 17:42:31 +0000
URL:       https://git.openjdk.org/jmc/commit/70e4f731495f08c066e9dc548c02a58b844138f6
;;;",,,,,,,,,,,,,,,,,,,,,
Fix project setup of uitests/org.openjdk.jmc.test.jemmy,JMC-8097,5104391,Bug,Resolved,JMC,Java Mission Control,software,hirt,The production time profiling and diagnostics tools-suite for the HotSpot JDK.,,P4,Fixed,clanger,clanger,clanger,2023-06-29 08:22,2023-07-02 18:19,2023-10-01 09:55,2023-06-29 23:13,,,,,,,9.0.0,Mission Control Client,,0,,,,,,,,,,,,,,,,,,"uitests/org.openjdk.jmc.test.jemmy is a plugin project which is no test-project itself but an auxiliary library to other uitests.

Currently, the sources reside in the src/test/java folder and the eclipse configuration would also place the compiled classes in target/test-classes. When one does a plain maven build, without Eclipse involvement or using the clean target, everything works fine since then the compiled classes are generated into target/classes. However, building the project in eclipse generates the classes in target/test-classes and this causes the surefire plugin to pick up some classes as potential tests. Since the test.jemmy project is not configured for launching a test runtime, we then see failures.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i3240z:",9223372036854775807,,,com.oracle.jira.customfield.subcomponent.service.impl.SubComponentCacheImpl@1c80c3d6,,,,,,,,,"2023-06-29 08:43;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.org/jmc/pull/503
Date: 2023-06-29 15:37:18 +0000;;;","2023-06-29 23:13;roboduke;Changeset: c98397e0
Author:    Christoph Langer <clanger@openjdk.org>
Date:      2023-06-30 06:12:02 +0000
URL:       https://git.openjdk.org/jmc/commit/c98397e05424bba2469ef3eba301799c795b6b47
;;;",,,,,,,,,,,,,,,,,,,,,
EventTemplateTest fails for JDKs with custom jfr profiles,JMC-8096,5103710,Bug,Resolved,JMC,Java Mission Control,software,hirt,The production time profiling and diagnostics tools-suite for the HotSpot JDK.,,P3,Fixed,clanger,clanger,clanger,2023-06-20 14:54,2023-06-25 18:20,2023-10-01 09:55,2023-06-22 13:15,,,,,,,9.0.0,Mission Control Client,,0,,,,,,,,,,,,,,,,,,"A downstream JDK might not only have the two OpenJDK default JFR profiles default.jfc and profile.jfc but also contain other custom JFR profiles, such as SapMachine delivers special gc related configurations, like here: [https://github.com/SAP/SapMachine/tree/sapmachine/src/jdk.jfr/share/conf/jfr.|https://github.com/SAP/SapMachine/tree/sapmachine/src/jdk.jfr/share/conf/jfr]


This makes the test EventTemplateTest fail since it expects every possible JFR event in every configuration. It could be fixed by only checking the two default templates tagged with provider=""Oracle"".",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i31ztn:",9223372036854775807,,,com.oracle.jira.customfield.subcomponent.service.impl.SubComponentCacheImpl@1c80c3d6,,,,,,,,,"2023-06-20 15:06;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.org/jmc/pull/501
Date: 2023-06-20 21:59:00 +0000;;;","2023-06-22 13:15;roboduke;Changeset: 5ace151b
Author:    Christoph Langer <clanger@openjdk.org>
Date:      2023-06-22 20:14:45 +0000
URL:       https://git.openjdk.org/jmc/commit/5ace151b6dc00096b5b3212edfad40e86f8bcf8d
;;;",,,,,,,,,,,,,,,,,,,,,
Update org.openjdk.jmc.flightrecorder.rules.test/.classpath after JMC-8086,JMC-8095,5103709,Bug,Resolved,JMC,Java Mission Control,software,hirt,The production time profiling and diagnostics tools-suite for the HotSpot JDK.,,P4,Fixed,clanger,clanger,clanger,2023-06-20 14:17,2023-06-25 18:20,2023-10-01 09:55,2023-06-21 23:46,,,,,,,9.0.0,Mission Control Core,,0,,,,,,,,,,,,,,,,,,The changes brought by JMC-8086 require updating org.openjdk.jmc.flightrecorder.rules.test/.classpath.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JMC-8086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i31ztf:",9223372036854775807,,,com.oracle.jira.customfield.subcomponent.service.impl.SubComponentCacheImpl@25ad7987,,,,,,,,,"2023-06-20 14:26;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.org/jmc/pull/500
Date: 2023-06-20 21:20:52 +0000;;;","2023-06-21 23:46;roboduke;Changeset: 3d7614c6
Author:    Christoph Langer <clanger@openjdk.org>
Date:      2023-06-22 06:44:39 +0000
URL:       https://git.openjdk.org/jmc/commit/3d7614c63156f6db46335748f572bfb1cad67ab5
;;;",,,,,,,,,,,,,,,,,,,,,
Rules dependant on GarbageCollectionInfoRule throw NPE if there is no gcInfo,JMC-8093,5103437,Bug,Resolved,JMC,Java Mission Control,software,hirt,The production time profiling and diagnostics tools-suite for the HotSpot JDK.,,P5,Fixed,aptmac,aptmac,aptmac,2023-06-16 13:22,2023-06-25 18:20,2023-10-01 09:55,2023-06-19 07:00,,,,,,,9.0.0,Mission Control Core,,0,,,,,,,,,,,,,,,,,,"This is a pretty specific case, but could happen on shorter recordings nonetheless. If there are no gcs and no gcInfo as a result, the GarbageCollectionInfoRule bails because it looks for EventAvailability.AVAILABLE, but the rules that depend on it will throw an NPE because they look for EventAvailability.ENABLED and the GarbageCollectionsInfo aggregate is null.


The four rules this applies to is:
GcLockerRule
GcStallRule
HeapInspectionRule
SystemGcRule",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i31y4z:",9223372036854775807,,,,,,,,,,,,"2023-06-16 13:42;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.org/jmc/pull/498
Date: 2023-06-16 20:36:21 +0000;;;","2023-06-19 07:00;roboduke;Changeset: cedf50f6
Author:    Alex Macdonald <aptmac@openjdk.org>
Date:      2023-06-19 13:59:07 +0000
URL:       https://git.openjdk.org/jmc/commit/cedf50f6d00209f2d40d594be5996dc5f8a8a7bd
;;;",,,,,,,,,,,,,,,,,,,,,
Refactoring for jmc/application,JMC-8091,5103221,Bug,Resolved,JMC,Java Mission Control,software,hirt,The production time profiling and diagnostics tools-suite for the HotSpot JDK.,,P4,Fixed,clanger,clanger,clanger,2023-06-14 14:13,2023-07-02 18:19,2023-10-01 09:55,2023-06-29 07:39,,,,,,,9.0.0,Mission Control Core,,0,,,,,,,,,,,,,,,,,,"Build pom.xml files for jmc could be cleaned up:
 * Bump some versions
 * Fix some URLs
 * Improve handling of spotless and checkstyle integration by introducing per project variable that points to configuration directory
 * Add spotless to standard build",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i31wt7:",9223372036854775807,,,,,,,,,,,,"2023-06-14 14:22;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.org/jmc/pull/497
Date: 2023-06-14 21:17:52 +0000;;;","2023-06-29 07:39;roboduke;Changeset: af306fa4
Author:    Christoph Langer <clanger@openjdk.org>
Date:      2023-06-29 14:38:48 +0000
URL:       https://git.openjdk.org/jmc/commit/af306fa4da0eb3b8d808c22f83409e0ad790e587
;;;",,,,,,,,,,,,,,,,,,,,,
Enhancements for agent pom,JMC-8090,5103143,Bug,Resolved,JMC,Java Mission Control,software,hirt,The production time profiling and diagnostics tools-suite for the HotSpot JDK.,,P4,Fixed,clanger,clanger,clanger,2023-06-14 01:14,2023-06-19 03:28,2023-10-01 09:55,2023-06-14 22:56,,,,,,,9.0.0,Infrastructure,,0,,,,,,,,,,,,,,,,,,"Cleanups and plugin bumps for the agent pom.xml, similar as done for core via JMC-8086.

Also integrate spotless in default build to be able to get rid of the separate spotless check in GHA.

 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i31wbv:",9223372036854775807,,,,,,,,,,,,"2023-06-14 01:25;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.org/jmc/pull/496
Date: 2023-06-14 08:19:56 +0000;;;","2023-06-14 22:56;roboduke;Changeset: 7d760a51
Author:    Christoph Langer <clanger@openjdk.org>
Date:      2023-06-15 05:54:28 +0000
URL:       https://git.openjdk.org/jmc/commit/7d760a5146e503c721b2ddb7569523a447ce3579
;;;",,,,,,,,,,,,,,,,,,,,,
Some refactoring for jmc/core,JMC-8086,5102879,Bug,Resolved,JMC,Java Mission Control,software,hirt,The production time profiling and diagnostics tools-suite for the HotSpot JDK.,,P4,Fixed,clanger,clanger,clanger,2023-06-11 15:16,2023-06-25 18:20,2023-10-01 09:55,2023-06-19 21:57,,,,,,,9.0.0,Mission Control Core,,0,,,,,,,,,,,,,,,,,,"There is room for improvement/refactoring in jmc/core projects. In detail:

Better handling of Spotless and Checkstyle
 * Fix calling spotless/checkstyle directly in submodules by refering to a jmc.config.path variable
 * Integrate spotless into build workflow

Cleanup of core/pom.xml:
 * URL cleanups
 * Plugin version bumps

Test projects don't need to be p2 plugin projects since they only test basic functionality but not in the context of Eclipse/OSGI modules.

 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JMC-8095,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i31up7:",9223372036854775807,,,,,,,,,,,,"2023-06-11 15:50;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.org/jmc/pull/495
Date: 2023-06-11 22:44:45 +0000;;;","2023-06-19 21:57;roboduke;Changeset: cf2fe2bd
Author:    Christoph Langer <clanger@openjdk.org>
Date:      2023-06-20 04:55:24 +0000
URL:       https://git.openjdk.org/jmc/commit/cf2fe2bd723bb012f96c5af6f9351c7840246217
;;;",,,,,,,,,,,,,,,,,,,,,
[macOS] java/awt/dnd/NextDropActionTest/NextDropActionTest.java fails with java.lang.RuntimeException: wrong next drop action!,JDK-8313633,5107255,Bug,Resolved,JDK,JDK,software,duke,,,P4,Fixed,dnguyen,achung,achung,2023-08-02 09:01,2023-08-16 23:29,2023-10-01 09:55,2023-08-10 10:53,22,,,,,,22,client-libs,,0,intermittent,sn_150,,,,,,,,,,,,,,,,"java/awt/dnd/NextDropActionTest/NextDropActionTest.java fails with 
DropTargetListener.drop(): accepting the user drop action=1
DragSourseListener.dragDropEnd():  firstCall=true drop action=1
DropTargetListener.drop(): accepting the user drop action=1
DragSourseListener.dragDropEnd():  firstCall=false drop action=1
FAILURE: wrong drop action:1
java.lang.RuntimeException: wrong next drop action!
	at NextDropActionTest.start(NextDropActionTest.java:165)
	at NextDropActionTest.main(NextDropActionTest.java:67)
	at java.base/jdk.internal.reflect.DirectMethodHandleAccessor.invoke(DirectMethodHandleAccessor.java:103)
	at java.base/java.lang.reflect.Method.invoke(Method.java:580)
	at com.sun.javatest.regtest.agent.MainWrapper$MainTask.run(MainWrapper.java:138)
	at java.base/java.lang.Thread.run(Thread.java:1570)

JavaTest Message: Test threw exception: java.lang.RuntimeException: wrong next drop action!
JavaTest Message: shutting down test",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aarch64,,,,,,,,22,,os_x,,,,,"0|i32ll7:",9223372036854775807,b11,,com.oracle.jira.customfield.subcomponent.service.impl.SubComponentCacheImpl@5a9b3fd3,,,,,,,,,"2023-08-02 09:18;achung;Test is passing locally on macosx-x64 on JDK22;;;","2023-08-09 15:05;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.org/jdk/pull/15213
Date: 2023-08-09 21:59:23 +0000;;;","2023-08-10 10:53;dukebot;Changeset: d97de826
Author:    Damon Nguyen <dnguyen@openjdk.org>
Date:      2023-08-10 17:52:28 +0000
URL:       https://git.openjdk.org/jdk/commit/d97de8260c19e468c87221e28f29128e56ec8ee1
;;;",,,,,,,,,,,,,,,,,,,,
ciEnv::dump_replay_data use fclose ,JDK-8313632,5107253,Bug,Closed,JDK,JDK,software,duke,,,P4,Fixed,mbaesken,mbaesken,mbaesken,2023-08-02 08:34,2023-08-10 09:13,2023-10-01 09:55,2023-08-03 05:05,11,17,21,22,,,22,hotspot,,0,ci-replay,oracle-triage-22,,,,,,,,,,,,,,,,"Seems we miss to call  fclose at the end of  ciEnv::dump_replay_data .
This should better be done like it is documented here  in the fdopen example :
https://www.ibm.com/docs/en/i/7.3?topic=functions-fdopen-associates-stream-file-descriptor
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JDK-8313691,JDK-8313694,,,JDK-8313712,,,,,,,,,,,generic,,,,,,,,,,generic,,,,,"0|i32lkr:",9223372036854775807,b10,,com.oracle.jira.customfield.subcomponent.service.impl.SubComponentCacheImpl@6a4709f4,,,,,,,Fix failed,,"2023-08-02 22:01;thartmann;Same for ciEnv::dump_inline_data.

ILW = Missing fclose, when dumping compilation replay data, no workaround = MLH = P4;;;","2023-08-03 01:49;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.org/jdk/pull/15135
Date: 2023-08-03 08:43:03 +0000;;;","2023-08-03 05:05;dukebot;Changeset: 0f2fce71
Author:    Matthias Baesken <mbaesken@openjdk.org>
Date:      2023-08-03 12:02:52 +0000
URL:       https://git.openjdk.org/jdk/commit/0f2fce71680355412896b2cb2d96cc85f69324e7
;;;","2023-08-03 05:42;mbaesken;[~thartmann] I looked around a bit in the codebase and found this :
https://github.com/openjdk/jdk/blob/master/src/hotspot/share/utilities/vmError.cpp#L1834
there is another os::fdopen usage and no fclose.  Should we add it there too or is it avoided for some good reason in vmError ?;;;","2023-08-03 05:49;thartmann;I'm not aware of any good reason to avoid it there, so I'd say we should add it.;;;","2023-08-03 06:10;mbaesken;I created https://bugs.openjdk.org/browse/JDK-8313691  for the vmError.cpp related issue.;;;","2023-08-03 06:40;mbaesken;Hello [~thartmann] , I checked the fileStream coding used at both places ciEnv and vmError and seems the destructor of fileStream is already calling fclose on the file pointer :
https://github.com/openjdk/jdk/blob/master/src/hotspot/share/utilities/ostream.cpp#L606
So calling it twice is not needed and not good; probably I  should better remove  the added fclose ?
However the close in case of failing fdopen might still be needed; do you agree to my analysis ?;;;","2023-08-03 07:58;thartmann;Thanks for the details, [~mbaesken]. Good catch, yes, your analysis makes sense to me. I think this should also be reviewed by someone more familiar with the fileStream code.;;;","2023-08-03 11:09;thartmann;We had to backout this change with JDK-8313712 due to massive failures.;;;",,,,,,,,,,,,,,
"SA: stack trace printed using ""where"" command does not show class name",JDK-8313631,5107252,Bug,Resolved,JDK,JDK,software,duke,,,P4,Fixed,asmehra,asmehra,asmehra,2023-08-02 08:23,2023-09-28 06:36,2023-10-01 09:55,2023-09-28 06:34,22,,,,,,22,hotspot,,0,,,,,,,,,,,,,,,,,,"The stack trace printed by SA's ""where"" command does not show the class name of the frame's method. An example stack trace:

Java Stack Trace for main
Thread state = BLOCKED
 - private static native void sleepNanos0(long) @0x00007fdd53434d68 @bci = 0, pc = 0x00007fddc7543980 (Interpreted)

 - private static void sleepNanos(long) @0x00007fdd53434dd0 @bci = 33, line = 491, pc = 0x00007fddc753f166 (Interpreted)

 - public static void sleep(long) @0x00007fdd53434510 @bci = 25, line = 522, pc = 0x00007fddc753f166 (Interpreted)

 - public static void main(java.lang.String[]) @0x00007fdd48400488 @bci = 50, line = 8, pc = 0x00007fddc753f166 (Interpreted)

After the fix, output is:

Java Stack Trace for main
Thread state = BLOCKED
 - private static native void sleepNanos0(long) @0x00007f373a4314c0 of public class java.lang.Thread @0x00007f373a0170c8 @bci = 0, pc = 0x00007f37af543c7c (Interpreted)

 - private static void sleepNanos(long) @0x00007f373a431528 of public class java.lang.Thread @0x00007f373a0170c8 @bci = 33, line = 491, pc = 0x00007f37af53f1a2 (Interpreted)

 - public static void sleep(long) @0x00007f373a430c68 of public class java.lang.Thread @0x00007f373a0170c8 @bci = 25, line = 522, pc = 0x00007f37af53f1a2 (Interpreted)

 - public static void main(java.lang.String[]) @0x00007f3730400488 of public class HelloWorld @0x00007f373b000800 @bci = 50, line = 8, pc = 0x00007f37af53f1a2 (Interpreted)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i32lkj:",9223372036854775807,master,,com.oracle.jira.customfield.subcomponent.service.impl.SubComponentCacheImpl@714e388c,,,,,,,,,"2023-08-02 10:42;cjplummer;It looks like the issue is in the HTMGenerator.genHTMLForJavaStackTrace() API. It calls genMethodLink(). Maybe it should call genMethodAndKlassLink(). Keep in mind this also impacts the HSDB GUI, which has a window for showing the stack. I think this is ok, but it should be manually tested also since we have no automated test for it.

Note in general I don't like how clhsdb has chosen to use the HTMLGenerator support, which is really mean for the HSDB GUI. HSDB came first, and then clhsdb came later to provide the same functionality as HSDB, but from the command line, so it borrowed from HSDB. The result is formatting that doesn't look that good for clhsdb.
;;;","2023-09-27 13:52;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.org/jdk/pull/15952
Date: 2023-09-27 20:45:00 +0000;;;","2023-09-28 06:34;dukebot;Changeset: 065203d4
Author:    Ashutosh Mehra <asmehra@openjdk.org>
Date:      2023-09-28 13:32:15 +0000
URL:       https://git.openjdk.org/jdk/commit/065203d44a651ee850807bb1f2bed59cea7de3ea
;;;",,,,,,,,,,,,,,,,,,,,
